"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0,38.9322898603927,0.182768668470775,"CCL4L1",0
"OK",7.91276992282791e-301,37.0534103458415,0.173952474957346,"FANK1-AS1",9.79956991092623e-297
"OK",1.20896324228701e-297,36.8551581320761,0.173009629283233,"CCL3L1",9.98160351606902e-294
"OK",1.12445891908068e-257,34.269316547342,0.160858919271592,"PALLD",6.96293074167737e-254
"OK",1.49563893912855e-229,32.3262636126516,0.151750032572196,"LOC101927914",7.409096176655e-226
"OK",4.9277344938969e-219,31.5689449520718,0.148188128222653,"BPESC1",2.03425092798887e-215
"OK",3.27845427861312e-212,31.0678136790556,0.145828571602507,"LINC02053",1.16005762895669e-208
"OK",3.83122542465665e-208,30.7651796299768,0.144394118781622,"PTGER3",1.18619528179151e-204
"OK",2.34457113433299e-200,30.1774017807729,0.14150472962848,"TBC1D3H",6.45252026958819e-197
"OK",8.48228562490496e-194,29.673328375889,0.139270331692801,"CD5",2.10097732643271e-190
"OK",6.49522140296813e-171,27.8432817084921,0.130607815050904,"SNHG18",1.46254671754652e-167
"OK",1.28418247899234e-166,27.4861805984055,0.128916040222504,"MIR3680-1",2.65065965184678e-163
"OK",3.69350002706697e-161,27.0256373276046,0.12678364618129,"XYLT1",7.03725401310937e-158
"OK",4.78425929101891e-161,27.0160742057593,0.126775517384637,"KIT",8.46437988423196e-158
"OK",5.19786683230677e-141,25.2533874561697,0.118479286565286,"LOC105755953",8.58306423796042e-138
"OK",3.94336512258604e-140,25.1731440401755,0.118090552866123,"CCL3L3",6.10457567008335e-137
"OK",8.42941754452428e-137,24.8671804593611,0.116667261783082,"PLA2G4A",1.22816613623719e-133
"OK",2.8176025917002e-136,24.8186838514162,0.116432562482097,"ZNRF1",3.87717769965679e-133
"OK",1.36691742649048e-131,24.3807989744979,0.114322560814196,"MIR3681HG",1.78195672298645e-128
"OK",1.77773630156851e-126,23.893768254883,0.112079102322434,"SH3RF3",2.20163752267752e-123
"OK",1.01900036034665e-122,23.5294525906088,0.110377675267546,"SEMA5A",1.20188666311553e-119
"OK",5.62968404510639e-122,23.4568292210736,0.110035579506829,"TCF4",6.33825655060183e-119
"OK",2.10265724631724e-121,23.4006868502112,0.109775107280506,"CFTR",2.26437901452311e-118
"OK",6.44456280791331e-120,23.2542343588871,0.109050391628556,"MRPS22",6.65105734121687e-117
"OK",2.76993862974561e-115,22.7917181833627,0.106894884183885,"ME3",2.74434439680676e-112
"OK",4.3507337702014e-115,22.7719368743672,0.106820058611839,"CDKN2B",4.14474325977379e-112
"OK",7.3743554637726e-113,22.5458492760908,0.105742296820619,"FMNL2",6.76501520304383e-110
"OK",1.86538504659207e-112,22.5047299055235,0.103550647411592,"MIR6511B1",1.65013293639425e-109
"OK",1.11998497915415e-111,22.4250989722671,0.105190229562203,"ADAM12",9.56583032712733e-109
"OK",2.72484678881024e-110,22.2826030460373,0.104520487958779,"LRRN3",2.24972433706803e-107
"OK",1.74855983234992e-109,22.1991877956187,0.104121863336712,"MIR4266",1.39709930604759e-106
"OK",5.0861049457553e-109,22.1511357629314,0.103890032800479,"SASH1",3.93680416879415e-106
"OK",2.10941876451434e-108,22.0869559867966,0.103595983119145,"HAS2-AS1",1.58327858721987e-105
"OK",9.81017755588318e-108,22.017399745622,0.103268234078891,"TNFSF18",7.14671434946089e-105
"OK",5.03324747548348e-107,21.9431574529634,0.102884480965958,"CDKN2B-AS1",3.56195733486429e-104
"OK",2.10202900799185e-104,21.666984079269,0.101617312025478,"ADCY1",1.44625434719306e-101
"OK",3.63040404827337e-102,21.4284163212195,0.100400446328275,"LOC388242",2.43031021274819e-99
"OK",7.15343824196799e-102,21.3968097415209,0.10034378216793,"DACT2",4.66272399513961e-99
"OK",1.84415731037805e-99,21.1363073842498,0.0991239723974174,"MB21D2",1.17122903642959e-96
"OK",7.17912723141033e-97,20.8528587969195,0.0977585037324221,"IMMP2L",4.44549505987006e-94
"OK",1.38055874865163e-96,20.8215494212117,0.0976411660680006,"TBC1D3B",8.34025845008589e-94
"OK",7.77782403078855e-96,20.7385461368587,0.0971662902959854,"BOLA2",4.58687912901433e-93
"OK",9.11575076356791e-96,20.7309086835866,0.0971312023662453,"SLX1A",5.20220691243667e-93
"OK",9.34134261542848e-96,20.7297321591897,0.0971227068235952,"SLX1A-SULT1A3",5.20220691243667e-93
"OK",9.45130247727604e-96,20.7291689255575,0.0971200508661464,"SULT1A4",5.20220691243667e-93
"OK",1.3794479477219e-95,20.7109623583387,0.0971300422871938,"ANXA8",7.42772743850515e-93
"OK",4.09959228764851e-95,20.6584270862034,0.0968502054559016,"MALL",2.16048513559077e-92
"OK",8.92094627539267e-95,20.6208439598976,0.0967045430103513,"MIR4265",4.60339413115002e-92
"OK",2.00339389854762e-93,20.4697489865735,0.0959942828520221,"FANK1",1.01269517292094e-90
